timestamp [UTC];name;customDimensions
9/21/2022, 6:28:33.534 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":30000,\""wood_store\"":30000}""}"
9/21/2022, 6:31:15.545 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":33000,\""wood_store\"":33000}""}"
9/21/2022, 6:32:08.045 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":33000,\""wood_store\"":33000}""}"
9/21/2022, 6:32:52.309 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:33:02.065 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:33:06.889 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:33:37.853 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:34:02.510 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:34:12.173 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:34:13.865 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:34:19.940 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:34:36.435 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:34:47.457 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":33000}""}"
9/21/2022, 6:37:09.151 AM;player_update;"{""entityName"":""player"",""id"":""01a5d8a3-f76b-4566-a635-e7831d1cec14"",""type"":""update"",""value"":""{\""food_speed\"":4400,\""food_store\"":47000,\""wood_speed\"":4500,\""wood_store\"":47000,\""stone_speed\"":2300,\""stone_store\"":47000,\""gold_speed\"":4600}""}"
9/21/2022, 6:39:21.373 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":36000}""}"
9/21/2022, 6:43:37.049 AM;player_update;"{""entityName"":""player"",""id"":""01a5d8a3-f76b-4566-a635-e7831d1cec14"",""type"":""update"",""value"":""{\""food_speed\"":4400,\""food_store\"":47000,\""wood_speed\"":4500,\""wood_store\"":47000,\""stone_speed\"":2300,\""stone_store\"":47000,\""gold_speed\"":4600}""}"
9/21/2022, 6:44:37.578 AM;player_update;"{""entityName"":""player"",""id"":""858a50f7-bb0f-4e05-a77f-5f5980c3e23a"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":33000,\""wood_speed\"":2000,\""wood_store\"":36000}""}"
9/21/2022, 6:52:52.503 AM;player_update;"{""entityName"":""player"",""id"":""01a5d8a3-f76b-4566-a635-e7831d1cec14"",""type"":""update"",""value"":""{\""food_speed\"":4400,\""food_store\"":47000,\""wood_speed\"":4500,\""wood_store\"":47000,\""stone_speed\"":2300,\""stone_store\"":47000,\""gold_speed\"":4600}""}"
9/21/2022, 6:58:53.287 AM;player_update;"{""entityName"":""player"",""id"":""01a5d8a3-f76b-4566-a635-e7831d1cec14"",""type"":""update"",""value"":""{\""food_speed\"":4400,\""food_store\"":47000,\""wood_speed\"":4600,\""wood_store\"":47000,\""stone_speed\"":2300,\""stone_store\"":47000,\""gold_speed\"":4600}""}"
9/21/2022, 8:37:37.977 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":30000,\""wood_store\"":30000}""}"
9/21/2022, 8:37:40.061 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":30000,\""wood_store\"":30000}""}"
9/21/2022, 8:38:15.364 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":30000,\""wood_store\"":30000}""}"
9/21/2022, 8:38:26.604 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:38:36.191 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:39:08.975 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2000,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:39:17.815 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:39:38.513 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:39:47.458 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:39:48.250 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:40:06.537 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:40:09.851 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:40:13.859 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:40:19.545 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:40:31.786 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:40:40.018 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:41:08.553 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:41:25.296 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:41:33.281 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:41:33.943 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:41:35.338 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:41:36.011 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:41:44.489 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:41:57.511 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:42:31.268 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:43:34.615 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:43:43.436 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":2100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:44:05.923 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:44:14.627 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:44:15.595 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":2000,\""wood_store\"":30000}""}"
9/21/2022, 8:44:26.747 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:44:35.380 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:44:36.480 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:44:43.285 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:45:00.125 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:45:00.989 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:45:02.771 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:45:03.564 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:45:20.494 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:45:38.443 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:45:53.359 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:46:15.458 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:47:59.454 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:48:09.959 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:48:11.561 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:48:12.807 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:48:31.182 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:48:45.484 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 8:49:28.450 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:01:59.415 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:02:35.258 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:02:43.465 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:02:44.991 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:02:46.530 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:02:47.921 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:03:05.036 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:03:21.057 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:03:29.178 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:03:32.391 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:03:44.119 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:03:53.280 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:04:06.500 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:04:28.254 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4100,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:04:29.308 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":30000}""}"
9/21/2022, 11:04:44.204 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":30000,\""wood_speed\"":4000,\""wood_store\"":33000}""}"
9/21/2022, 11:04:52.347 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":33000,\""wood_speed\"":4000,\""wood_store\"":33000}""}"
9/21/2022, 11:04:54.827 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":33000,\""wood_speed\"":4000,\""wood_store\"":33000}""}"
9/21/2022, 11:05:03.556 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":33000,\""wood_speed\"":4000,\""wood_store\"":33000}""}"
9/21/2022, 11:05:19.205 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":33000,\""wood_speed\"":4000,\""wood_store\"":33000}""}"
9/21/2022, 11:05:26.457 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":33000,\""wood_speed\"":4000,\""wood_store\"":33000}""}"
9/21/2022, 11:06:06.568 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":33000,\""wood_speed\"":4000,\""wood_store\"":33000}""}"
9/21/2022, 11:06:20.438 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":33000,\""wood_speed\"":4100,\""wood_store\"":33000}""}"
9/21/2022, 11:06:27.258 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":33000,\""wood_speed\"":4200,\""wood_store\"":33000}""}"
9/21/2022, 11:10:05.348 AM;player_update;"{""entityName"":""player"",""id"":""369ca909-7df1-421e-bb5f-14546540f2e5"",""type"":""update"",""value"":""{\""food_speed\"":4200,\""food_store\"":33000,\""wood_speed\"":4200,\""wood_store\"":33000}""}"
